         11x13EP                  (11x13EP.dat)                                                                                                                                     
         v2025-0210                                                                                                                                                                 
         Simulation Date: 06/09/2025                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLARS                                                                                                                                 
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (True Air Speed in MPH)                                                                                                                                                 
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
        2.96      0.0473      0.0771      0.1417      0.0870       0.244       2.558       2.380     181.594       0.289      10.588       5.946        0.26      90968.    0.4893  
        5.91      0.0946      0.1508      0.1414      0.0887       0.248       2.609       2.375     185.208       0.295      10.563       5.816        0.26      91116.    0.4781  
        8.87      0.1419      0.2207      0.1410      0.0907       0.254       2.667       2.369     189.346       0.301      10.538       5.675        0.26      91287.    0.4659  
       11.83      0.1892      0.2864      0.1407      0.0929       0.260       2.733       2.363     194.000       0.309      10.511       5.525        0.26      91484.    0.4530  
       14.78      0.2365      0.3477      0.1403      0.0954       0.267       2.805       2.356     199.138       0.317      10.479       5.366        0.26      91707.    0.4393  
       17.74      0.2838      0.4045      0.1397      0.0981       0.274       2.884       2.347     204.692       0.326      10.440       5.201        0.26      91958.    0.4250  
       20.70      0.3311      0.4565      0.1391      0.1009       0.282       2.966       2.336     210.560       0.335      10.390       5.032        0.26      92238.    0.4102  
       23.65      0.3784      0.5039      0.1382      0.1038       0.290       3.051       2.321     216.594       0.345      10.323       4.860        0.26      92549.    0.3949  
       26.61      0.4257      0.5469      0.1370      0.1066       0.299       3.136       2.301     222.606       0.354      10.235       4.689        0.26      92891.    0.3794  
       29.56      0.4730      0.5857      0.1355      0.1094       0.306       3.217       2.275     228.360       0.363      10.120       4.519        0.26      93264.    0.3636  
       32.52      0.5203      0.6206      0.1335      0.1119       0.313       3.290       2.242     233.580       0.372       9.971       4.353        0.27      93669.    0.3477  
       35.48      0.5676      0.6520      0.1309      0.1140       0.319       3.352       2.199     237.955       0.379       9.783       4.192        0.27      94106.    0.3316  
       38.43      0.6150      0.6803      0.1278      0.1155       0.323       3.397       2.147     241.146       0.384       9.548       4.038        0.27      94575.    0.3155  
       41.39      0.6623      0.7058      0.1240      0.1163       0.326       3.420       2.082     242.801       0.386       9.261       3.890        0.27      95076.    0.2994  
       44.35      0.7096      0.7288      0.1194      0.1162       0.325       3.417       2.005     242.574       0.386       8.918       3.749        0.27      95609.    0.2832  
       47.30      0.7569      0.7497      0.1140      0.1150       0.322       3.383       1.914     240.156       0.382       8.514       3.615        0.27      96173.    0.2668  
       50.26      0.8042      0.7686      0.1077      0.1127       0.316       3.315       1.810     235.316       0.375       8.049       3.488        0.27      96766.    0.2503  
       53.22      0.8515      0.7854      0.1007      0.1092       0.306       3.211       1.692     227.921       0.363       7.524       3.366        0.27      97390.    0.2335  
       56.17      0.8988      0.7999      0.0929      0.1044       0.292       3.071       1.561     217.986       0.347       6.944       3.248        0.27      98041.    0.2165  
       59.13      0.9461      0.8119      0.0846      0.0986       0.276       2.898       1.421     205.731       0.327       6.319       3.132        0.27      98720.    0.1991  
       62.09      0.9934      0.8205      0.0757      0.0917       0.257       2.697       1.272     191.437       0.305       5.659       3.014        0.27      99426.    0.1814  
       65.04      1.0407      0.8248      0.0666      0.0840       0.235       2.470       1.118     175.353       0.279       4.974       2.892        0.28     100157.    0.1632  
       68.00      1.0880      0.8232      0.0572      0.0755       0.211       2.221       0.960     157.690       0.251       4.270       2.761        0.28     100914.    0.1443  
       70.96      1.1353      0.8131      0.0476      0.0664       0.186       1.953       0.799     138.637       0.221       3.554       2.614        0.28     101694.    0.1246  
       73.91      1.1826      0.7902      0.0379      0.0567       0.159       1.668       0.636     118.378       0.188       2.831       2.439        0.28     102499.    0.1038  
       76.87      1.2299      0.7458      0.0282      0.0465       0.130       1.368       0.474      97.102       0.155       2.108       2.213        0.28     103327.    0.0813  
       79.83      1.2772      0.6610      0.0186      0.0359       0.101       1.057       0.312      75.018       0.119       1.389       1.889        0.28     104179.    0.0563  
       82.78      1.3245      0.4831      0.0091      0.0251       0.070       0.738       0.154      52.363       0.083       0.684       1.331        0.28     105052.    0.0278  
       85.74      1.3718     -0.0043      0.0000      0.0141       0.039       0.414      -0.001      29.405       0.047      -0.003      -0.011        0.29     105948.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       7000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1422      0.0851       0.378       3.405       3.251     281.993       0.385      14.461       5.229        0.31     105979.    0.5030  
        3.45      0.0473      0.0776      0.1419      0.0866       0.385       3.464       3.243     286.923       0.391      14.427       5.127        0.31     106128.    0.4926  
        6.90      0.0947      0.1518      0.1415      0.0883       0.392       3.534       3.236     292.672       0.399      14.394       5.015        0.31     106301.    0.4812  
       10.35      0.1420      0.2221      0.1412      0.0903       0.401       3.613       3.229     299.261       0.408      14.361       4.893        0.31     106501.    0.4690  
       13.80      0.1893      0.2883      0.1409      0.0925       0.411       3.703       3.221     306.682       0.418      14.326       4.763        0.31     106730.    0.4560  
       17.26      0.2367      0.3500      0.1405      0.0950       0.422       3.802       3.212     314.883       0.430      14.285       4.626        0.31     106991.    0.4422  
       20.71      0.2840      0.4070      0.1400      0.0977       0.434       3.909       3.200     323.762       0.442      14.234       4.483        0.31     107284.    0.4278  
       24.16      0.3313      0.4593      0.1393      0.1005       0.447       4.023       3.185     333.154       0.454      14.169       4.337        0.31     107611.    0.4129  
       27.61      0.3786      0.5070      0.1385      0.1034       0.460       4.140       3.166     342.828       0.468      14.081       4.188        0.31     107974.    0.3975  
       31.06      0.4260      0.5501      0.1373      0.1063       0.473       4.256       3.140     352.483       0.481      13.965       4.040        0.31     108372.    0.3818  
       34.51      0.4733      0.5890      0.1358      0.1091       0.485       4.368       3.105     361.742       0.493      13.811       3.893        0.31     108808.    0.3659  
       37.96      0.5206      0.6241      0.1339      0.1117       0.496       4.470       3.060     370.163       0.505      13.612       3.750        0.31     109281.    0.3499  
       41.41      0.5680      0.6555      0.1314      0.1138       0.506       4.555       3.003     377.246       0.515      13.357       3.611        0.31     109792.    0.3338  
       44.87      0.6153      0.6839      0.1282      0.1154       0.513       4.618       2.932     382.447       0.522      13.040       3.477        0.31     110340.    0.3176  
       48.32      0.6626      0.7094      0.1244      0.1162       0.517       4.651       2.844     385.200       0.525      12.651       3.349        0.31     110925.    0.3013  
       51.77      0.7100      0.7325      0.1198      0.1161       0.516       4.648       2.739     384.945       0.525      12.185       3.228        0.31     111547.    0.2850  
       55.22      0.7573      0.7535      0.1144      0.1150       0.511       4.603       2.616     381.183       0.520      11.635       3.113        0.31     112206.    0.2685  
       58.67      0.8046      0.7725      0.1082      0.1127       0.501       4.510       2.473     373.539       0.510      11.001       3.003        0.32     112899.    0.2519  
       62.12      0.8519      0.7894      0.1011      0.1091       0.485       4.369       2.312     361.796       0.494      10.285       2.899        0.32     113627.    0.2351  
       65.57      0.8993      0.8043      0.0933      0.1044       0.464       4.177       2.134     345.970       0.472       9.492       2.798        0.32     114388.    0.2180  
       69.02      0.9466      0.8166      0.0849      0.0985       0.438       3.941       1.942     326.411       0.445       8.638       2.699        0.32     115182.    0.2006  
       72.47      0.9939      0.8257      0.0761      0.0916       0.407       3.665       1.739     303.563       0.414       7.737       2.599        0.32     116006.    0.1828  
       75.93      1.0413      0.8308      0.0669      0.0838       0.373       3.355       1.529     277.825       0.379       6.800       2.496        0.32     116860.    0.1646  
       79.38      1.0886      0.8302      0.0574      0.0753       0.335       3.013       1.312     249.537       0.340       5.838       2.386        0.32     117744.    0.1458  
       82.83      1.1359      0.8215      0.0478      0.0661       0.294       2.644       1.092     219.001       0.299       4.859       2.262        0.32     118656.    0.1261  
       86.28      1.1833      0.8005      0.0381      0.0563       0.250       2.252       0.870     186.512       0.254       3.871       2.116        0.33     119596.    0.1053  
       89.73      1.2306      0.7587      0.0283      0.0460       0.204       1.840       0.648     152.376       0.208       2.882       1.929        0.33     120563.    0.0828  
       93.18      1.2779      0.6771      0.0187      0.0353       0.157       1.412       0.427     116.932       0.160       1.901       1.658        0.33     121557.    0.0578  
       96.63      1.3252      0.5020      0.0092      0.0243       0.108       0.973       0.210      80.565       0.110       0.936       1.185        0.33     122577.    0.0290  
      100.08      1.3726     -0.0016      0.0000      0.0132       0.059       0.528       0.000      43.709       0.060      -0.002      -0.004        0.33     123623.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       8000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1423      0.0848       0.563       4.433       4.250     419.622       0.501      18.906       4.594        0.35     121117.    0.5052  
        3.95      0.0474      0.0779      0.1420      0.0863       0.573       4.511       4.241     426.978       0.510      18.862       4.505        0.35     121287.    0.4948  
        7.89      0.0947      0.1524      0.1417      0.0880       0.584       4.602       4.231     435.568       0.520      18.821       4.406        0.35     121485.    0.4835  
       11.84      0.1421      0.2231      0.1414      0.0900       0.597       4.706       4.222     445.425       0.532      18.781       4.300        0.35     121714.    0.4713  
       15.78      0.1894      0.2896      0.1411      0.0923       0.612       4.823       4.213     456.540       0.545      18.738       4.185        0.35     121976.    0.4582  
       19.73      0.2368      0.3516      0.1407      0.0948       0.629       4.953       4.201     468.842       0.560      18.688       4.065        0.35     122273.    0.4444  
       23.68      0.2841      0.4088      0.1402      0.0974       0.647       5.094       4.187     482.179       0.576      18.625       3.939        0.35     122609.    0.4300  
       27.62      0.3315      0.4614      0.1396      0.1003       0.666       5.244       4.169     496.310       0.592      18.544       3.810        0.35     122983.    0.4150  
       31.57      0.3788      0.5092      0.1388      0.1033       0.685       5.398       4.144     510.892       0.610      18.434       3.679        0.35     123397.    0.3995  
       35.51      0.4262      0.5525      0.1377      0.1062       0.705       5.552       4.111     525.471       0.627      18.286       3.549        0.35     123853.    0.3838  
       39.46      0.4735      0.5915      0.1362      0.1090       0.723       5.700       4.067     539.484       0.644      18.090       3.419        0.35     124352.    0.3678  
       43.41      0.5209      0.6266      0.1343      0.1116       0.741       5.835       4.009     552.261       0.659      17.834       3.293        0.35     124893.    0.3517  
       47.35      0.5682      0.6582      0.1318      0.1138       0.755       5.949       3.936     563.050       0.672      17.506       3.170        0.35     125477.    0.3355  
       51.30      0.6156      0.6865      0.1287      0.1154       0.766       6.033       3.843     571.027       0.682      17.095       3.053        0.36     126104.    0.3192  
       55.24      0.6629      0.7121      0.1249      0.1163       0.772       6.079       3.730     575.334       0.687      16.590       2.940        0.36     126773.    0.3029  
       59.19      0.7103      0.7353      0.1203      0.1162       0.771       6.076       3.593     575.121       0.687      15.982       2.834        0.36     127485.    0.2865  
       63.14      0.7576      0.7564      0.1149      0.1151       0.764       6.018       3.432     569.630       0.680      15.265       2.733        0.36     128238.    0.2700  
       67.08      0.8050      0.7755      0.1087      0.1128       0.749       5.898       3.246     558.287       0.666      14.437       2.637        0.36     129032.    0.2534  
       71.03      0.8523      0.7926      0.1016      0.1093       0.725       5.713       3.035     540.756       0.645      13.498       2.545        0.36     129865.    0.2365  
       74.97      0.8997      0.8077      0.0938      0.1045       0.693       5.463       2.801     517.054       0.617      12.460       2.457        0.36     130736.    0.2194  
       78.92      0.9470      0.8203      0.0854      0.0986       0.654       5.153       2.549     487.696       0.582      11.340       2.371        0.36     131643.    0.2019  
       82.87      0.9944      0.8300      0.0765      0.0916       0.608       4.790       2.284     453.352       0.541      10.157       2.285        0.37     132586.    0.1842  
       86.81      1.0417      0.8356      0.0672      0.0838       0.556       4.381       2.007     414.622       0.495       8.928       2.196        0.37     133563.    0.1659  
       90.76      1.0891      0.8359      0.0577      0.0752       0.499       3.930       1.723     372.017       0.444       7.665       2.101        0.37     134574.    0.1471  
       94.70      1.1364      0.8284      0.0480      0.0659       0.437       3.444       1.434     325.995       0.389       6.379       1.995        0.37     135617.    0.1275  
       98.65      1.1838      0.8091      0.0383      0.0560       0.371       2.927       1.143     277.002       0.331       5.082       1.871        0.37     136693.    0.1067  
      102.59      1.2311      0.7695      0.0285      0.0456       0.302       2.383       0.851     225.503       0.269       3.784       1.711        0.37     137799.    0.0842  
      106.54      1.2785      0.6909      0.0188      0.0348       0.231       1.817       0.561     172.013       0.205       2.495       1.479        0.38     138936.    0.0591  
      110.49      1.3258      0.5183      0.0093      0.0237       0.157       1.237       0.276     117.118       0.140       1.229       1.070        0.38     140103.    0.0300  
      114.43      1.3732     -0.0015      0.0000      0.0124       0.082       0.650       0.000      61.484       0.073      -0.002      -0.003        0.38     141299.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       9000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1425      0.0847       0.800       5.602       5.385     596.555       0.633      23.951       4.094        0.39     136255.    0.5068  
        4.44      0.0474      0.0782      0.1422      0.0862       0.814       5.701       5.373     607.016       0.644      23.898       4.015        0.39     136446.    0.4964  
        8.88      0.0947      0.1529      0.1419      0.0879       0.830       5.816       5.362     619.247       0.657      23.849       3.927        0.39     136668.    0.4851  
       13.32      0.1421      0.2238      0.1416      0.0899       0.849       5.948       5.351     633.304       0.672      23.801       3.832        0.39     136926.    0.4729  
       17.76      0.1895      0.2905      0.1413      0.0921       0.871       6.097       5.340     649.180       0.689      23.750       3.731        0.39     137221.    0.4598  
       22.20      0.2369      0.3527      0.1409      0.0946       0.894       6.262       5.326     666.777       0.707      23.692       3.623        0.39     137555.    0.4460  
       26.65      0.2842      0.4102      0.1405      0.0974       0.920       6.441       5.310     685.888       0.728      23.618       3.511        0.39     137933.    0.4316  
       31.09      0.3316      0.4629      0.1399      0.1002       0.947       6.632       5.288     706.173       0.749      23.520       3.396        0.39     138354.    0.4166  
       35.53      0.3790      0.5108      0.1391      0.1032       0.975       6.829       5.258     727.145       0.772      23.387       3.280        0.40     138820.    0.4012  
       39.97      0.4263      0.5542      0.1381      0.1062       1.003       7.026       5.217     748.157       0.794      23.207       3.163        0.40     139334.    0.3854  
       44.41      0.4737      0.5934      0.1366      0.1091       1.030       7.216       5.163     768.400       0.815      22.966       3.048        0.40     139894.    0.3694  
       48.85      0.5211      0.6285      0.1347      0.1117       1.055       7.390       5.092     786.914       0.835      22.648       2.935        0.40     140503.    0.3533  
       53.29      0.5684      0.6601      0.1323      0.1139       1.076       7.538       5.000     802.608       0.852      22.240       2.826        0.40     141161.    0.3370  
       57.73      0.6158      0.6886      0.1292      0.1156       1.092       7.647       4.884     814.297       0.864      21.725       2.721        0.40     141867.    0.3207  
       62.17      0.6632      0.7142      0.1255      0.1165       1.101       7.708       4.741     820.735       0.871      21.090       2.620        0.40     142621.    0.3044  
       66.61      0.7106      0.7374      0.1209      0.1165       1.101       7.707       4.569     820.694       0.871      20.324       2.525        0.40     143422.    0.2879  
       71.06      0.7579      0.7586      0.1155      0.1154       1.090       7.636       4.365     813.067       0.863      19.417       2.435        0.40     144270.    0.2714  
       75.50      0.8053      0.7778      0.1093      0.1131       1.069       7.485       4.129     797.017       0.846      18.368       2.350        0.41     145164.    0.2547  
       79.94      0.8527      0.7951      0.1022      0.1096       1.035       7.251       3.862     772.050       0.819      17.178       2.269        0.41     146102.    0.2378  
       84.38      0.9000      0.8104      0.0943      0.1048       0.990       6.932       3.565     738.174       0.783      15.859       2.191        0.41     147083.    0.2207  
       88.82      0.9474      0.8234      0.0859      0.0988       0.934       6.538       3.245     696.120       0.739      14.435       2.115        0.41     148105.    0.2032  
       93.26      0.9948      0.8334      0.0769      0.0918       0.867       6.075       2.907     646.846       0.686      12.931       2.038        0.41     149167.    0.1854  
       97.70      1.0421      0.8397      0.0676      0.0839       0.793       5.552       2.555     591.216       0.627      11.366       1.960        0.41     150267.    0.1672  
      102.14      1.0895      0.8407      0.0580      0.0752       0.711       4.977       2.194     529.967       0.562       9.758       1.878        0.42     151405.    0.1483  
      106.58      1.1369      0.8343      0.0483      0.0658       0.622       4.355       1.826     463.763       0.492       8.121       1.786        0.42     152580.    0.1287  
      111.02      1.1843      0.8164      0.0385      0.0558       0.527       3.693       1.454     393.245       0.417       6.469       1.677        0.42     153791.    0.1079  
      115.46      1.2316      0.7789      0.0286      0.0453       0.428       2.997       1.082     319.088       0.339       4.815       1.539        0.42     155037.    0.0854  
      119.91      1.2790      0.7028      0.0189      0.0344       0.325       2.273       0.713     242.038       0.257       3.174       1.337        0.42     156317.    0.0602  
      124.35      1.3264      0.5324      0.0093      0.0231       0.219       1.530       0.351     162.950       0.173       1.561       0.977        0.43     157631.    0.0309  
      128.79      1.3737     -0.0048      0.0000      0.0118       0.111       0.778      -0.002      82.795       0.088      -0.007      -0.009        0.43     158977.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      10000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1426      0.0847       1.097       6.915       6.654     818.162       0.781      29.599       3.689        0.44     151392.    0.5076  
        4.94      0.0474      0.0783      0.1423      0.0861       1.116       7.036       6.640     832.479       0.795      29.537       3.618        0.44     151603.    0.4973  
        9.87      0.0948      0.1532      0.1420      0.0879       1.139       7.178       6.628     849.245       0.811      29.480       3.540        0.44     151851.    0.4861  
       14.81      0.1421      0.2242      0.1418      0.0899       1.165       7.341       6.615     868.545       0.829      29.425       3.455        0.44     152137.    0.4740  
       19.74      0.1895      0.2911      0.1415      0.0921       1.194       7.526       6.602     890.377       0.850      29.367       3.363        0.44     152464.    0.4610  
       24.68      0.2369      0.3534      0.1412      0.0946       1.227       7.731       6.587     914.620       0.873      29.301       3.267        0.44     152836.    0.4472  
       29.61      0.2843      0.4110      0.1408      0.0974       1.262       7.954       6.568     940.998       0.899      29.217       3.166        0.44     153255.    0.4328  
       34.55      0.3316      0.4638      0.1402      0.1003       1.300       8.191       6.543     969.054       0.925      29.104       3.063        0.44     153723.    0.4179  
       39.48      0.3790      0.5119      0.1395      0.1033       1.339       8.436       6.508     998.123       0.953      28.949       2.957        0.44     154241.    0.4025  
       44.42      0.4264      0.5554      0.1385      0.1063       1.378       8.683       6.460    1027.319       0.981      28.736       2.852        0.44     154812.    0.3867  
       49.35      0.4738      0.5946      0.1371      0.1092       1.415       8.922       6.396    1055.523       1.008      28.448       2.748        0.44     155435.    0.3707  
       54.29      0.5212      0.6299      0.1352      0.1119       1.450       9.140       6.310    1081.402       1.033      28.066       2.646        0.44     156112.    0.3546  
       59.22      0.5685      0.6615      0.1328      0.1142       1.480       9.327       6.198    1103.441       1.054      27.571       2.548        0.44     156842.    0.3384  
       64.16      0.6159      0.6900      0.1298      0.1159       1.502       9.466       6.057    1119.985       1.070      26.943       2.453        0.44     157627.    0.3221  
       69.09      0.6633      0.7157      0.1261      0.1169       1.514       9.545       5.883    1129.301       1.078      26.167       2.363        0.45     158465.    0.3057  
       74.03      0.7107      0.7390      0.1215      0.1169       1.515       9.548       5.671    1129.665       1.079      25.226       2.277        0.45     159356.    0.2893  
       78.96      0.7581      0.7602      0.1162      0.1158       1.501       9.463       5.420    1119.528       1.069      24.110       2.196        0.45     160299.    0.2727  
       83.90      0.8054      0.7795      0.1099      0.1136       1.472       9.278       5.129    1097.706       1.048      22.815       2.119        0.45     161293.    0.2560  
       88.83      0.8528      0.7970      0.1028      0.1100       1.426       8.989       4.798    1063.493       1.016      21.343       2.046        0.45     162336.    0.2391  
       93.77      0.9002      0.8125      0.0950      0.1052       1.364       8.595       4.431    1016.876       0.971      19.710       1.977        0.45     163427.    0.2219  
       98.71      0.9476      0.8258      0.0865      0.0992       1.286       8.104       4.034     958.849       0.916      17.945       1.908        0.46     164563.    0.2045  
      103.64      0.9949      0.8363      0.0775      0.0922       1.194       7.529       3.615     890.738       0.851      16.077       1.841        0.46     165744.    0.1867  
      108.58      1.0423      0.8431      0.0681      0.0842       1.091       6.878       3.178     813.741       0.777      14.134       1.771        0.46     166967.    0.1684  
      113.51      1.0897      0.8449      0.0585      0.0754       0.977       6.161       2.728     728.887       0.696      12.136       1.698        0.46     168233.    0.1496  
      118.45      1.1371      0.8395      0.0487      0.0659       0.854       5.385       2.271     637.099       0.608      10.101       1.617        0.46     169539.    0.1300  
      123.38      1.1845      0.8230      0.0388      0.0558       0.723       4.558       1.809     539.271       0.515       8.046       1.521        0.47     170884.    0.1092  
      128.32      1.2318      0.7873      0.0289      0.0452       0.585       3.688       1.346     436.342       0.417       5.989       1.400        0.47     172269.    0.0866  
      133.25      1.2792      0.7139      0.0190      0.0341       0.442       2.784       0.887     329.360       0.315       3.947       1.222        0.47     173692.    0.0614  
      138.19      1.3266      0.5460      0.0093      0.0227       0.294       1.855       0.436     219.519       0.210       1.940       0.901        0.47     175152.    0.0317  
      143.12      1.3740     -0.0061      0.0000      0.0112       0.145       0.914      -0.002     108.186       0.103      -0.010      -0.010        0.48     176649.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      11000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1428      0.0847       1.462       8.376       8.060    1090.053       0.946      35.852       3.354        0.48     166528.    0.5079  
        5.43      0.0474      0.0783      0.1425      0.0862       1.487       8.522       8.044    1109.047       0.963      35.781       3.290        0.48     166760.    0.4977  
       10.86      0.0948      0.1532      0.1422      0.0880       1.517       8.693       8.030    1131.328       0.982      35.716       3.219        0.48     167032.    0.4866  
       16.29      0.1421      0.2244      0.1420      0.0899       1.552       8.890       8.016    1157.020       1.004      35.655       3.142        0.48     167346.    0.4746  
       21.72      0.1895      0.2913      0.1417      0.0922       1.591       9.114       8.002    1186.139       1.030      35.593       3.060        0.48     167707.    0.4617  
       27.14      0.2369      0.3537      0.1414      0.0947       1.634       9.363       7.986    1218.537       1.058      35.520       2.972        0.48     168116.    0.4481  
       32.57      0.2843      0.4114      0.1411      0.0975       1.681       9.635       7.965    1253.863       1.089      35.428       2.881        0.48     168576.    0.4337  
       38.00      0.3317      0.4644      0.1406      0.1004       1.732       9.924       7.937    1291.522       1.121      35.302       2.787        0.48     169091.    0.4189  
       43.43      0.3790      0.5125      0.1399      0.1034       1.784      10.224       7.897    1330.641       1.155      35.127       2.692        0.48     169661.    0.4035  
       48.86      0.4264      0.5561      0.1389      0.1065       1.837      10.527       7.842    1370.037       1.189      34.882       2.596        0.48     170288.    0.3878  
       54.29      0.4738      0.5954      0.1376      0.1095       1.888      10.820       7.767    1408.211       1.222      34.548       2.502        0.49     170973.    0.3719  
       59.72      0.5212      0.6307      0.1358      0.1122       1.936      11.091       7.666    1443.370       1.253      34.099       2.409        0.49     171717.    0.3558  
       65.15      0.5686      0.6624      0.1335      0.1145       1.976      11.322       7.535    1473.466       1.279      33.514       2.319        0.49     172521.    0.3396  
       70.58      0.6159      0.6909      0.1305      0.1163       2.007      11.497       7.367    1496.256       1.299      32.767       2.233        0.49     173384.    0.3233  
       76.00      0.6633      0.7167      0.1268      0.1173       2.024      11.598       7.158    1509.391       1.310      31.838       2.151        0.49     174306.    0.3070  
       81.43      0.7107      0.7401      0.1223      0.1174       2.026      11.607       6.904    1510.528       1.311      30.707       2.073        0.49     175287.    0.2905  
       86.86      0.7581      0.7614      0.1169      0.1164       2.008      11.507       6.601    1497.551       1.300      29.362       1.999        0.49     176325.    0.2740  
       92.29      0.8055      0.7808      0.1107      0.1142       1.970      11.286       6.249    1468.832       1.275      27.797       1.930        0.50     177418.    0.2573  
       97.72      0.8528      0.7984      0.1036      0.1107       1.909      10.937       5.849    1423.392       1.236      26.015       1.864        0.50     178566.    0.2404  
      103.15      0.9002      0.8141      0.0957      0.1058       1.825      10.459       5.403    1361.174       1.182      24.033       1.800        0.50     179766.    0.2232  
      108.58      0.9476      0.8277      0.0872      0.0998       1.721       9.862       4.921    1283.483       1.114      21.887       1.739        0.50     181017.    0.2058  
      114.01      0.9950      0.8386      0.0781      0.0927       1.599       9.160       4.410    1192.100       1.035      19.615       1.678        0.50     182316.    0.1879  
      119.44      1.0424      0.8459      0.0687      0.0846       1.460       8.365       3.878    1088.649       0.945      17.248       1.616        0.51     183663.    0.1697  
      124.86      1.0897      0.8485      0.0590      0.0758       1.307       7.488       3.330     974.521       0.846      14.813       1.550        0.51     185055.    0.1509  
      130.29      1.1371      0.8441      0.0491      0.0662       1.141       6.539       2.772     850.962       0.739      12.331       1.478        0.51     186492.    0.1312  
      135.72      1.1845      0.8288      0.0391      0.0559       0.964       5.526       2.209     719.185       0.624       9.825       1.393        0.51     187973.    0.1104  
      141.15      1.2319      0.7950      0.0291      0.0451       0.778       4.460       1.644     580.463       0.504       7.313       1.285        0.52     189497.    0.0879  
      146.58      1.2792      0.7241      0.0192      0.0339       0.585       3.352       1.084     436.213       0.379       4.820       1.127        0.52     191062.    0.0626  
      152.01      1.3266      0.5590      0.0094      0.0224       0.386       2.213       0.533     288.063       0.250       2.370       0.839        0.52     192669.    0.0327  
      157.44      1.3740     -0.0063      0.0000      0.0107       0.185       1.059      -0.003     137.880       0.120      -0.012      -0.009        0.52     194315.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      12000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1429      0.0849       1.902       9.989       9.603    1418.125       1.129      42.714       3.071        0.52     181663.    0.5077  
