         15x12E                   (15x12E.dat)                                                                                                                                      
         v2022-0915                                                                                                                                                                 
         Simulation Date: 11/02/2023                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       47.83      0.5612      0.7592      0.0679      0.0502       0.663       6.962       3.945     494.235       0.787      17.547       3.620        0.36     129924.    0.2813  
       50.65      0.5942      0.7749      0.0630      0.0483       0.637       6.693       3.656     475.151       0.756      16.263       3.490        0.36     130361.    0.2611  
       53.46      0.6273      0.7879      0.0577      0.0459       0.606       6.370       3.351     452.166       0.720      14.907       3.362        0.36     130819.    0.2407  
       56.27      0.6603      0.7975      0.0522      0.0432       0.571       5.995       3.033     425.574       0.677      13.492       3.233        0.36     131297.    0.2202  
       59.09      0.6933      0.8032      0.0466      0.0402       0.531       5.574       2.705     395.657       0.630      12.031       3.101        0.37     131794.    0.1995  
       61.90      0.7263      0.8039      0.0408      0.0368       0.486       5.109       2.369     362.676       0.577      10.536       2.962        0.37     132311.    0.1784  
       64.71      0.7593      0.7980      0.0349      0.0332       0.438       4.605       2.027     326.881       0.520       9.017       2.813        0.37     132848.    0.1567  
       67.53      0.7923      0.7830      0.0290      0.0293       0.387       4.065       1.682     288.535       0.459       7.484       2.645        0.37     133403.    0.1342  
       70.34      0.8253      0.7542      0.0230      0.0252       0.332       3.493       1.337     247.926       0.395       5.947       2.446        0.37     133978.    0.1106  
       73.16      0.8584      0.7034      0.0171      0.0209       0.275       2.893       0.993     205.383       0.327       4.417       2.193        0.37     134571.    0.0855  
       75.97      0.8914      0.6122      0.0113      0.0164       0.216       2.272       0.654     161.293       0.257       2.908       1.838        0.37     135183.    0.0581  
       78.78      0.9244      0.4340      0.0055      0.0118       0.156       1.636       0.322     116.105       0.185       1.431       1.257        0.37     135813.    0.0279  
       81.60      0.9574      0.0000      0.0000      0.0071       0.094       0.990       0.000      70.299       0.112       0.000       0.000        0.37     136460.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       7000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1063      0.0428       0.897       8.080       8.404     669.142       0.913      37.380       5.696        0.42     146505.    0.6460  
        3.28      0.0330      0.0796      0.1057      0.0438       0.919       8.275       8.353     685.335       0.935      37.154       5.528        0.42     146634.    0.6250  
        6.57      0.0661      0.1543      0.1049      0.0449       0.942       8.481       8.295     702.415       0.958      36.898       5.357        0.42     146780.    0.6035  
        9.85      0.0991      0.2239      0.1041      0.0461       0.966       8.696       8.230     720.167       0.982      36.606       5.183        0.42     146944.    0.5816  
       13.14      0.1321      0.2885      0.1031      0.0472       0.990       8.915       8.154     738.323       1.007      36.270       5.009        0.42     147127.    0.5596  
       16.42      0.1652      0.3482      0.1020      0.0484       1.015       9.135       8.067     756.550       1.032      35.882       4.836        0.42     147330.    0.5373  
       19.71      0.1982      0.4031      0.1008      0.0495       1.039       9.351       7.966     774.439       1.056      35.435       4.666        0.42     147554.    0.5151  
       22.99      0.2312      0.4534      0.0993      0.0506       1.061       9.557       7.850     791.521       1.080      34.917       4.498        0.42     147800.    0.4930  
       26.27      0.2642      0.4994      0.0976      0.0516       1.083       9.747       7.716     807.262       1.101      34.321       4.335        0.42     148070.    0.4711  
       29.56      0.2973      0.5413      0.0957      0.0525       1.101       9.914       7.562     821.081       1.120      33.636       4.177        0.42     148362.    0.4494  
       32.84      0.3303      0.5795      0.0934      0.0533       1.116      10.050       7.386     832.354       1.135      32.854       4.025        0.42     148679.    0.4279  
       36.13      0.3633      0.6143      0.0909      0.0538       1.127      10.148       7.187     840.430       1.147      31.966       3.879        0.42     149020.    0.4067  
       39.41      0.3964      0.6459      0.0881      0.0540       1.133      10.199       6.961     844.645       1.152      30.964       3.738        0.42     149385.    0.3858  
       42.70      0.4294      0.6746      0.0849      0.0540       1.132      10.195       6.709     844.336       1.152      29.841       3.604        0.42     149775.    0.3652  
       45.98      0.4624      0.7006      0.0813      0.0537       1.125      10.129       6.428     838.867       1.144      28.592       3.476        0.42     150190.    0.3447  
       49.27      0.4955      0.7241      0.0774      0.0530       1.110       9.994       6.118     827.660       1.129      27.212       3.353        0.42     150629.    0.3244  
       52.55      0.5285      0.7452      0.0731      0.0518       1.087       9.783       5.778     810.241       1.105      25.701       3.235        0.42     151092.    0.3042  
       55.83      0.5615      0.7638      0.0684      0.0503       1.054       9.494       5.410     786.282       1.073      24.063       3.121        0.42     151580.    0.2839  
       59.12      0.5946      0.7800      0.0634      0.0483       1.013       9.125       5.014     755.705       1.031      22.304       3.010        0.42     152091.    0.2636  
       62.40      0.6276      0.7934      0.0581      0.0460       0.964       8.679       4.596     718.814       0.981      20.445       2.900        0.42     152626.    0.2432  
       65.69      0.6606      0.8037      0.0526      0.0433       0.907       8.163       4.160     676.080       0.922      18.504       2.791        0.43     153185.    0.2227  
       68.97      0.6937      0.8102      0.0469      0.0402       0.842       7.582       3.710     627.954       0.857      16.500       2.679        0.43     153766.    0.2019  
       72.26      0.7267      0.8118      0.0411      0.0368       0.771       6.941       3.248     574.856       0.784      14.448       2.563        0.43     154370.    0.1807  
       75.54      0.7597      0.8072      0.0352      0.0331       0.694       6.245       2.779     517.192       0.706      12.362       2.437        0.43     154996.    0.1589  
       78.82      0.7927      0.7937      0.0292      0.0291       0.611       5.499       2.306     455.385       0.621      10.257       2.297        0.43     155645.    0.1364  
       82.11      0.8258      0.7669      0.0232      0.0249       0.523       4.708       1.832     389.903       0.532       8.147       2.131        0.43     156316.    0.1128  
       85.39      0.8588      0.7185      0.0172      0.0206       0.431       3.879       1.359     321.283       0.438       6.047       1.919        0.43     157009.    0.0875  
       88.68      0.8918      0.6298      0.0113      0.0160       0.335       3.021       0.893     250.156       0.341       3.974       1.620        0.43     157724.    0.0599  
       91.96      0.9249      0.4516      0.0055      0.0113       0.238       2.140       0.438     177.254       0.242       1.947       1.120        0.43     158460.    0.0290  
       95.25      0.9579     -0.0068      0.0000      0.0066       0.139       1.248      -0.004     103.358       0.141      -0.017      -0.016        0.44     159215.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       8000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1067      0.0428       1.339      10.548      11.016     998.355       1.192      49.000       5.005        0.48     167429.    0.6498  
        3.75      0.0330      0.0799      0.1061      0.0438       1.372      10.806      10.952    1022.792       1.221      48.716       4.857        0.48     167576.    0.6288  
        7.51      0.0660      0.1548      0.1054      0.0449       1.406      11.079      10.880    1048.608       1.252      48.395       4.706        0.48     167743.    0.6072  
       11.26      0.0991      0.2247      0.1046      0.0461       1.442      11.363      10.798    1075.486       1.284      48.027       4.554        0.48     167930.    0.5853  
       15.01      0.1321      0.2896      0.1036      0.0473       1.479      11.654      10.702    1103.024       1.317      47.603       4.401        0.48     168138.    0.5632  
       18.76      0.1651      0.3495      0.1026      0.0485       1.516      11.946      10.592    1130.720       1.350      47.112       4.249        0.48     168370.    0.5409  
       22.52      0.1981      0.4045      0.1013      0.0496       1.553      12.234      10.464    1157.963       1.382      46.542       4.099        0.48     168627.    0.5186  
       26.27      0.2312      0.4550      0.0999      0.0507       1.588      12.510      10.315    1184.033       1.413      45.881       3.951        0.48     168908.    0.4964  
       30.02      0.2642      0.5012      0.0982      0.0518       1.620      12.764      10.143    1208.122       1.442      45.115       3.808        0.48     169216.    0.4744  
       33.77      0.2972      0.5432      0.0963      0.0527       1.649      12.988       9.945    1229.344       1.467      44.233       3.669        0.48     169550.    0.4526  
       37.53      0.3302      0.5816      0.0941      0.0534       1.672      13.172       9.717    1246.744       1.488      43.222       3.535        0.48     169912.    0.4311  
       41.28      0.3632      0.6164      0.0916      0.0540       1.689      13.305       9.458    1259.332       1.503      42.070       3.407        0.48     170302.    0.4098  
       45.03      0.3963      0.6482      0.0888      0.0543       1.698      13.377       9.165    1266.094       1.511      40.767       3.283        0.48     170720.    0.3888  
       48.78      0.4293      0.6770      0.0856      0.0543       1.698      13.376       8.836    1266.018       1.511      39.303       3.166        0.48     171165.    0.3681  
       52.54      0.4623      0.7032      0.0820      0.0539       1.687      13.293       8.469    1258.137       1.502      37.671       3.053        0.48     171639.    0.3476  
       56.29      0.4953      0.7269      0.0781      0.0532       1.665      13.118       8.063    1241.566       1.482      35.866       2.946        0.48     172141.    0.3272  
       60.04      0.5284      0.7482      0.0738      0.0521       1.630      12.843       7.618    1215.576       1.451      33.886       2.843        0.48     172671.    0.3069  
       63.79      0.5614      0.7672      0.0691      0.0506       1.582      12.464       7.135    1179.665       1.408      31.736       2.743        0.48     173229.    0.2866  
       67.55      0.5944      0.7837      0.0641      0.0486       1.520      11.978       6.616    1133.694       1.353      29.426       2.647        0.48     173813.    0.2663  
       71.30      0.6274      0.7976      0.0587      0.0462       1.446      11.391       6.066    1078.112       1.287      26.981       2.552        0.49     174425.    0.2459  
       75.05      0.6604      0.8085      0.0532      0.0434       1.359      10.709       5.492    1013.618       1.210      24.426       2.457        0.49     175063.    0.2253  
       78.80      0.6935      0.8157      0.0474      0.0403       1.262       9.941       4.898     940.900       1.123      21.787       2.361        0.49     175727.    0.2044  
       82.56      0.7265      0.8183      0.0415      0.0369       1.154       9.092       4.290     860.592       1.027      19.082       2.261        0.49     176417.    0.1832  
       86.31      0.7595      0.8149      0.0356      0.0331       1.037       8.170       3.672     773.312       0.923      16.333       2.154        0.49     177133.    0.1614  
       90.06      0.7925      0.8030      0.0295      0.0291       0.911       7.181       3.048     679.702       0.811      13.556       2.034        0.49     177875.    0.1389  
       93.81      0.8256      0.7783      0.0235      0.0249       0.778       6.133       2.422     580.474       0.693      10.773       1.892        0.49     178641.    0.1152  
       97.57      0.8586      0.7325      0.0174      0.0204       0.639       5.034       1.799     476.448       0.569       8.002       1.713        0.49     179433.    0.0899  
      101.32      0.8916      0.6472      0.0115      0.0158       0.494       3.894       1.184     368.585       0.440       5.266       1.457        0.49     180249.    0.0620  
      105.07      0.9246      0.4717      0.0056      0.0111       0.346       2.726       0.582     258.011       0.308       2.591       1.024        0.50     181091.    0.0306  
      108.82      0.9576     -0.0002      0.0000      0.0063       0.196       1.542       0.000     145.918       0.174      -0.001       0.000        0.50     181953.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       9000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1071      0.0429       1.910      13.377      13.998    1424.368       1.511      62.264       4.458        0.54     188350.    0.6524  
        4.22      0.0330      0.0801      0.1065      0.0439       1.957      13.707      13.922    1459.573       1.549      61.924       4.326        0.54     188516.    0.6314  
        8.44      0.0660      0.1552      0.1059      0.0451       2.007      14.057      13.835    1496.834       1.588      61.537       4.192        0.54     188703.    0.6100  
       12.66      0.0991      0.2252      0.1051      0.0462       2.059      14.422      13.735    1535.702       1.629      61.093       4.057        0.54     188913.    0.5881  
       16.88      0.1321      0.2902      0.1042      0.0474       2.113      14.797      13.619    1575.611       1.672      60.578       3.921        0.54     189148.    0.5660  
       21.11      0.1651      0.3502      0.1032      0.0486       2.167      15.175      13.484    1615.836       1.714      59.979       3.785        0.54     189409.    0.5437  
       25.33      0.1981      0.4054      0.1020      0.0498       2.220      15.547      13.327    1655.493       1.757      59.280       3.651        0.54     189697.    0.5214  
       29.55      0.2311      0.4560      0.1006      0.0510       2.271      15.905      13.144    1693.542       1.797      58.464       3.520        0.54     190014.    0.4992  
       33.77      0.2641      0.5022      0.0990      0.0520       2.318      16.236      12.931    1728.801       1.834      57.516       3.393        0.54     190360.    0.4772  
       37.99      0.2972      0.5444      0.0971      0.0530       2.360      16.529      12.684    1759.974       1.867      56.419       3.269        0.54     190736.    0.4554  
       42.21      0.3302      0.5828      0.0949      0.0538       2.395      16.770      12.400    1785.669       1.895      55.155       3.150        0.54     191143.    0.4339  
       46.43      0.3632      0.6178      0.0924      0.0543       2.420      16.946      12.075    1804.438       1.915      53.710       3.035        0.54     191582.    0.4126  
       50.65      0.3962      0.6497      0.0896      0.0546       2.434      17.043      11.706    1814.794       1.926      52.069       2.926        0.54     192052.    0.3916  
       54.87      0.4292      0.6787      0.0864      0.0546       2.434      17.048      11.291    1815.266       1.926      50.220       2.821        0.54     192554.    0.3708  
       59.09      0.4623      0.7050      0.0828      0.0543       2.420      16.946      10.826    1804.438       1.915      48.154       2.721        0.54     193088.    0.3503  
       63.32      0.4953      0.7289      0.0789      0.0536       2.388      16.726      10.311    1781.018       1.890      45.864       2.626        0.54     193653.    0.3298  
       67.54      0.5283      0.7505      0.0746      0.0525       2.339      16.378       9.746    1743.942       1.850      43.348       2.535        0.54     194249.    0.3095  
       71.76      0.5613      0.7697      0.0699      0.0509       2.270      15.895       9.130    1692.465       1.796      40.611       2.447        0.54     194877.    0.2892  
       75.98      0.5943      0.7866      0.0648      0.0490       2.181      15.274       8.468    1626.372       1.726      37.666       2.362        0.54     195535.    0.2688  
       80.20      0.6273      0.8010      0.0594      0.0465       2.074      14.522       7.766    1546.283       1.641      34.545       2.278        0.55     196224.    0.2483  
       84.42      0.6604      0.8124      0.0538      0.0437       1.949      13.648       7.033    1453.206       1.542      31.282       2.195        0.55     196942.    0.2277  
       88.64      0.6934      0.8203      0.0480      0.0406       1.808      12.661       6.274    1348.135       1.430      27.907       2.111        0.55     197689.    0.2068  
       92.86      0.7264      0.8238      0.0421      0.0371       1.652      11.570       5.496    1231.996       1.307      24.447       2.023        0.55     198466.    0.1856  
       97.08      0.7594      0.8214      0.0360      0.0333       1.483      10.384       4.705    1105.681       1.173      20.927       1.930        0.55     199272.    0.1638  
      101.31      0.7924      0.8109      0.0299      0.0292       1.301       9.111       3.905     970.130       1.029      17.372       1.826        0.55     200106.    0.1412  
      105.53      0.8255      0.7881      0.0237      0.0249       1.108       7.761       3.104     826.377       0.877      13.805       1.703        0.55     200968.    0.1174  
      109.75      0.8585      0.7446      0.0176      0.0203       0.906       6.345       2.305     675.619       0.717      10.254       1.548        0.56     201859.    0.0919  
      113.97      0.8915      0.6620      0.0116      0.0156       0.696       4.877       1.517     519.261       0.551       6.747       1.325        0.56     202778.    0.0638  
      118.19      0.9245      0.4882      0.0057      0.0108       0.481       3.371       0.746     358.953       0.381       3.317       0.942        0.56     203724.    0.0318  
      122.41      0.9575     -0.0016      0.0000      0.0059       0.263       1.845      -0.001     196.444       0.208      -0.006      -0.003        0.56     204693.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      10000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1076      0.0431       2.631      16.586      17.358    1962.299       1.874      77.209       4.012        0.59     209268.    0.6539  
        4.69      0.0330      0.0801      0.1070      0.0441       2.697      16.999      17.270    2011.192       1.921      76.815       3.895        0.60     209452.    0.6331  
        9.38      0.0660      0.1552      0.1064      0.0453       2.767      17.437      17.169    2063.058       1.970      76.366       3.775        0.60     209660.    0.6118  
       14.07      0.0990      0.2253      0.1057      0.0465       2.839      17.896      17.052    2117.291       2.022      75.848       3.653        0.60     209893.    0.5901  
       18.76      0.1320      0.2903      0.1049      0.0477       2.914      18.368      16.917    2173.111       2.075      75.245       3.531        0.60     210154.    0.5681  
       23.45      0.1651      0.3504      0.1039      0.0489       2.990      18.844      16.758    2229.522       2.129      74.539       3.409        0.60     210443.    0.5459  
       28.13      0.1981      0.4057      0.1027      0.0502       3.065      19.316      16.571    2285.288       2.182      73.710       3.289        0.60     210763.    0.5237  
       32.82      0.2311      0.4563      0.1014      0.0513       3.137      19.769      16.353    2338.950       2.234      72.737       3.171        0.60     211115.    0.5016  
       37.51      0.2641      0.5026      0.0998      0.0524       3.203      20.191      16.097    2388.848       2.281      71.598       3.056        0.60     211500.    0.4797  
       42.20      0.2971      0.5449      0.0979      0.0534       3.263      20.566      15.798    2433.146       2.323      70.271       2.945        0.60     211918.    0.4579  
       46.89      0.3301      0.5834      0.0958      0.0542       3.312      20.876      15.453    2469.876       2.359      68.736       2.838        0.60     212371.    0.4364  
       51.58      0.3631      0.6185      0.0933      0.0548       3.349      21.105      15.057    2496.978       2.384      66.972       2.735        0.60     212859.    0.4151  
       56.27      0.3961      0.6504      0.0905      0.0551       3.369      21.235      14.605    2512.358       2.399      64.961       2.637        0.60     213381.    0.3942  
       60.96      0.4291      0.6795      0.0874      0.0552       3.371      21.248      14.093    2513.936       2.401      62.687       2.543        0.60     213939.    0.3734  
       65.65      0.4622      0.7060      0.0838      0.0549       3.352      21.128      13.520    2499.710       2.387      60.138       2.453        0.60     214533.    0.3529  
       70.34      0.4952      0.7301      0.0799      0.0542       3.309      20.859      12.883    2467.860       2.357      57.304       2.368        0.60     215161.    0.3324  
       75.03      0.5282      0.7519      0.0755      0.0530       3.241      20.428      12.182    2416.877       2.308      54.184       2.286        0.60     215825.    0.3121  
       79.71      0.5612      0.7715      0.0708      0.0515       3.146      19.827      11.417    2345.710       2.240      50.783       2.208        0.60     216522.    0.2918  
       84.40      0.5942      0.7888      0.0657      0.0495       3.023      19.052      10.593    2254.019       2.152      47.118       2.132        0.61     217254.    0.2714  
       89.09      0.6272      0.8035      0.0602      0.0470       2.873      18.110       9.718    2142.639       2.046      43.228       2.057        0.61     218019.    0.2509  
       93.78      0.6602      0.8155      0.0546      0.0442       2.699      17.014       8.803    2012.973       1.922      39.155       1.984        0.61     218818.    0.2302  
       98.47      0.6932      0.8241      0.0487      0.0410       2.503      15.775       7.855    1866.412       1.782      34.939       1.909        0.61     219649.    0.2093  
      103.16      0.7262      0.8284      0.0427      0.0374       2.285      14.405       6.883    1704.255       1.627      30.613       1.832        0.61     220512.    0.1880  
      107.85      0.7593      0.8271      0.0365      0.0335       2.049      12.913       5.892    1527.763       1.459      26.209       1.749        0.61     221407.    0.1661  
      112.54      0.7923      0.8179      0.0303      0.0294       1.795      11.311       4.892    1338.252       1.278      21.758       1.658        0.61     222334.    0.1434  
      117.23      0.8253      0.7968      0.0241      0.0250       1.525       9.612       3.887    1137.179       1.086      17.290       1.550        0.62     223293.    0.1196  
      121.92      0.8583      0.7555      0.0179      0.0203       1.242       7.829       2.887     926.228       0.884      12.840       1.414        0.62     224282.    0.0939  
      126.61      0.8913      0.6756      0.0118      0.0155       0.949       5.979       1.898     707.385       0.676       8.444       1.217        0.62     225303.    0.0656  
      131.30      0.9243      0.5034      0.0058      0.0106       0.648       4.082       0.931     482.989       0.461       4.143       0.875        0.62     226354.    0.0330  
      135.98      0.9573     -0.0057      0.0000      0.0056       0.343       2.160      -0.005     255.511       0.244      -0.024      -0.009        0.62     227430.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      11000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1081      0.0434       3.529      20.218      21.104    2631.289       2.284      93.869       3.638        0.65     230184.    0.6537  
        5.16      0.0330      0.0799      0.1076      0.0445       3.616      20.721      21.005    2696.747       2.341      93.430       3.533        0.65     230385.    0.6334  
       10.31      0.0660      0.1548      0.1070      0.0456       3.710      21.257      20.892    2766.428       2.402      92.928       3.425        0.65     230613.    0.6124  
       15.47      0.0990      0.2249      0.1064      0.0468       3.808      21.819      20.761    2839.556       2.465      92.345       3.316        0.65     230869.    0.5911  
       20.62      0.1320      0.2899      0.1056      0.0481       3.909      22.399      20.608    2915.121       2.531      91.663       3.206        0.66     231156.    0.5694  
       25.78      0.1650      0.3500      0.1046      0.0493       4.012      22.989      20.427    2991.796       2.597      90.858       3.097        0.66     231474.    0.5475  
       30.93      0.1980      0.4053      0.1035      0.0506       4.114      23.573      20.213    3067.924       2.663      89.906       2.988        0.66     231826.    0.5255  
       36.09      0.2310      0.4559      0.1022      0.0518       4.213      24.139      19.959    3141.513       2.727      88.779       2.882        0.66     232212.    0.5036  
       41.25      0.2640      0.5023      0.1007      0.0529       4.305      24.667      19.660    3210.277       2.787      87.449       2.778        0.66     232635.    0.4818  
       46.40      0.2970      0.5446      0.0989      0.0539       4.387      25.139      19.310    3271.658       2.840      85.890       2.677        0.66     233095.    0.4602  
       51.56      0.3300      0.5831      0.0968      0.0548       4.456      25.533      18.901    3322.910       2.885      84.072       2.580        0.66     233593.    0.4388  
       56.71      0.3630      0.6183      0.0944      0.0554       4.507      25.827      18.429    3361.177       2.918      81.970       2.487        0.66     234130.    0.4176  
       61.87      0.3960      0.6503      0.0916      0.0558       4.537      25.999      17.887    3383.563       2.937      79.562       2.398        0.66     234705.    0.3967  
       67.02      0.4290      0.6796      0.0885      0.0558       4.542      26.027      17.272    3387.199       2.940      76.826       2.313        0.66     235319.    0.3760  
       72.18      0.4619      0.7063      0.0849      0.0556       4.518      25.890      16.580    3369.338       2.925      73.747       2.232        0.66     235972.    0.3555  
       77.34      0.4949      0.7305      0.0810      0.0549       4.462      25.568      15.808    3327.472       2.889      70.314       2.155        0.66     236664.    0.3351  
       82.49      0.5279      0.7526      0.0766      0.0537       4.371      25.046      14.956    3259.526       2.830      66.523       2.081        0.66     237394.    0.3148  
       87.65      0.5609      0.7725      0.0718      0.0522       4.243      24.312      14.024    3164.046       2.747      62.381       2.010        0.66     238161.    0.2945  
       92.80      0.5939      0.7901      0.0667      0.0501       4.077      23.363      13.019    3040.526       2.640      57.908       1.942        0.67     238967.    0.2741  
       97.96      0.6269      0.8054      0.0612      0.0477       3.876      22.207      11.949    2890.041       2.509      53.150       1.875        0.67     239809.    0.2536  
      103.11      0.6599      0.8179      0.0555      0.0448       3.640      20.858      10.828    2714.486       2.356      48.163       1.809        0.67     240687.    0.2329  
      108.27      0.6929      0.8271      0.0495      0.0415       3.374      19.331       9.666    2515.758       2.184      42.992       1.743        0.67     241601.    0.2119  
      113.42      0.7259      0.8323      0.0434      0.0378       3.079      17.639       8.472    2295.642       1.993      37.682       1.674        0.67     242551.    0.1906  
      118.58      0.7589      0.8321      0.0372      0.0339       2.757      15.797       7.255    2055.862       1.785      32.271       1.601        0.67     243536.    0.1686  
      123.74      0.7919      0.8243      0.0309      0.0296       2.411      13.817       6.024    1798.220       1.561      26.796       1.520        0.67     244555.    0.1459  
      128.89      0.8249      0.8048      0.0245      0.0251       2.045      11.716       4.788    1524.706       1.324      21.297       1.424        0.68     245609.    0.1219  
      134.05      0.8579      0.7658      0.0182      0.0204       1.660       9.510       3.556    1237.632       1.074      15.817       1.303        0.68     246697.    0.0961  
      139.20      0.8909      0.6887      0.0120      0.0155       1.260       7.221       2.338     939.752       0.816      10.400       1.129        0.68     247819.    0.0675  
      144.36      0.9239      0.5187      0.0059      0.0105       0.851       4.874       1.146     634.373       0.551       5.099       0.820        0.68     248974.    0.0343  
      149.51      0.9569     -0.0078      0.0000      0.0054       0.436       2.498      -0.009     325.061       0.282      -0.038      -0.012        0.68     250157.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      12000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1086      0.0442       4.672      24.538      25.239    3483.795       2.772     112.265       3.286        0.71     251096.    0.6458  
        5.62      0.0330      0.0787      0.1082      0.0453       4.784      25.125      25.134    3567.132       2.839     111.795       3.196        0.71     251315.    0.6267  
       11.24      0.0659      0.1529      0.1077      0.0464       4.903      25.752      25.012    3656.068       2.909     111.255       3.103        0.71     251563.    0.6071  
       16.86      0.0989      0.2224      0.1071      0.0476       5.028      26.411      24.871    3749.642       2.984     110.625       3.008        0.71     251841.    0.5869  
       22.48      0.1319      0.2871      0.1063      0.0489       5.158      27.094      24.704    3846.614       3.061     109.882       2.913        0.71     252153.    0.5663  
       28.10      0.1648      0.3470      0.1055      0.0501       5.291      27.789      24.505    3945.305       3.140     108.998       2.817        0.71     252499.    0.5455  
       33.72      0.1978      0.4024      0.1045      0.0514       5.423      28.481      24.267    4043.621       3.218     107.941       2.722        0.72     252882.    0.5245  
       39.34      0.2308      0.4533      0.1032      0.0526       5.551      29.153      23.983    4139.040       3.294     106.677       2.628        0.72     253303.    0.5035  
       44.96      0.2638      0.4999      0.1018      0.0537       5.671      29.785      23.645    4228.636       3.365     105.171       2.536        0.72     253764.    0.4824  
       50.58      0.2967      0.5425      0.1000      0.0547       5.779      30.351      23.243    4309.115       3.429     103.386       2.447        0.72     254265.    0.4614  
       56.20      0.3297      0.5814      0.0980      0.0556       5.870      30.829      22.772    4376.897       3.483     101.288       2.360        0.72     254808.    0.4405  
       61.82      0.3627      0.6169      0.0957      0.0562       5.938      31.190      22.222    4428.186       3.524      98.843       2.276        0.72     255393.    0.4197  
       67.44      0.3956      0.6492      0.0929      0.0566       5.980      31.408      21.587    4459.061       3.548      96.021       2.196        0.72     256020.    0.3991  
       73.06      0.4286      0.6787      0.0898      0.0567       5.988      31.453      20.862    4465.572       3.554      92.796       2.119        0.72     256690.    0.3786  
       78.68      0.4616      0.7056      0.0863      0.0564       5.959      31.301      20.042    4443.882       3.536      89.148       2.046        0.72     257403.    0.3582  
       84.30      0.4945      0.7301      0.0823      0.0558       5.888      30.924      19.124    4390.446       3.494      85.062       1.976        0.72     258157.    0.3380  
